procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 218314200  37844 25773344    0    0     0     6 1169  253  7  1 92  0  0  0
 1  0      0 217789512  37852 25773344    0    0     0    12 1135  197  7  1 92  0  0  0
 1  0      0 218020748  37852 25773304    0    0     0     0 1151  244  7  2 92  0  0  0
 1  0      0 217794428  37852 25773304    0    0     0     8 1138  189  8  1 92  0  0  0
 1  0      0 217939776  37860 25773312    0    0     0    18 1165  260  7  2 92  0  0  0
 1  0      0 217794096  37860 25773324    0    0     0     0 1127  185  8  0 92  0  0  0
 1  0      0 217796420  37860 25773324    0    0     0     8 2080  743  7  2 90  0  0  0
 1  0      0 217790428  37868 25773316    0    0     0    32 1135  185  8  0 92  0  0  0
 1  0      0 217765424  37868 25773324    0    0     0     0 1169  260  6  2 92  0  0  0
 1  0      0 217792608  37868 25773324    0    0     0    10 1141  182  8  0 92  0  0  0
 1  0      0 217768852  37876 25773324    0    0     0    36 1272  330  6  2 92  0  0  0
 1  0      0 217787528  37876 25773324    0    0     0     0 1116  164  8  0 92  0  0  0
 1  0      0 217767884  37876 25773308    0    0     0     6 1180  271  6  2 92  0  0  0
 1  0      0 217794384  37884 25773308    0    0     0    42 1134  178  8  0 92  0  0  0
 1  0      0 217787452  37884 25773308    0    0     0     0 1167  272  6  2 92  0  0  0
 1  0      0 217790604  37892 25773308    0    0     0    16 1131  177  8  0 92  0  0  0
 1  0      0 217790716  37892 25773324    0    0     0     0 1182  274  6  2 92  0  0  0
 1  0      0 217793868  37892 25773324    0    0     0     0 1105  150  8  0 92  0  0  0
 1  0      0 217777436  37900 25773340    0    0     0    16 1209  291  6  2 92  0  0  0
 1  0      0 217784784  37900 25773340    0    0     0     0 1129  191  8  0 92  0  0  0
 1  0      0 217784480  37900 25773340    0    0     0     0 1174  260  6  2 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 218339056  37908 25773340    0    0     0    16 1167  246  8  0 92  0  0  0
 1  0      0 217783208  37908 25773308    0    0     0     0 1145  210  7  2 92  0  0  0
 1  0      0 218354332  37908 25773308    0    0     0     0 1164  271  8  1 92  0  0  0
 1  0      0 217782188  37916 25773332    0    0     0    16 1157  206  7  1 92  0  0  0
 1  0      0 218358744  37916 25773340    0    0     0     0 1158  245  7  1 92  0  0  0
 1  0      0 217790588  37916 25773324    0    0     0     0 1139  200  7  1 92  0  0  0
 1  0      0 218075716  37924 25773340    0    0     0    16 1837  648  7  2 91  0  0  0
 2  0      0 217786268  37924 25773344    0    0     0     0 1152  220  8  1 92  0  0  0
 1  0      0 217943864  37924 25773344    0    0     0     0 1142  232  7  2 92  0  0  0
 1  0      0 217772468  37932 25773344    0    0     0    34 1163  230  8  0 92  0  0  0
 1  0      0 217849988  37932 25773328    0    0     0     0 1151  237  6  2 92  0  0  0
 1  0      0 217787972  37932 25773328    0    0     0     0 1132  182  8  0 92  0  0  0
 1  0      0 217758252  37940 25773312    0    0     0    40 1181  264  6  2 92  0  0  0
 1  0      0 217784752  37940 25773312    0    0     0     0 1128  177  8  0 92  0  0  0
 1  0      0 217756484  37940 25773312    0    0     0     0 1158  258  6  2 92  0  0  0
 1  0      0 217782984  37948 25773312    0    0     0    16 1142  192  8  0 92  0  0  0
 1  0      0 217754680  37948 25773328    0    0     0     0 1143  242  6  2 92  0  0  0
 1  0      0 217781180  37948 25773328    0    0     0     0 1125  181  8  0 92  0  0  0
 1  0      0 217777008  37956 25773336    0    0     0    16 1175  265  6  2 92  0  0  0
 1  0      0 217780160  37956 25773344    0    0     0     0 1132  180  8  0 92  0  0  0
 1  0      0 217772744  37956 25773312    0    0     0     0 1203  288  6  2 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 217775896  37964 25773304    0    0     0    20 1147  193  8  0 92  0  0  0
 2  0      0 217773832  37964 25773332    0    0     0     2 1169  268  6  2 92  0  0  0
 1  0      0 217781180  37964 25773332    0    0     0     0 1136  200  8  0 92  0  0  0
 1  0      0 217771152  37972 25773332    0    0     0    28 1174  251  6  2 92  0  0  0
 1  0      0 218317444  37972 25773332    0    0     0     0 1157  250  8  0 92  0  0  0
 1  0      0 217769352  37972 25773348    0    0     0     0 1132  182  6  2 92  0  0  0
 1  0      0 218339984  37980 25773348    0    0     0    22 1225  283  8  1 92  0  0  0
 1  0      0 217740840  37980 25773364    0    0     0     2 1983  666  8  2 91  0  0  0
 1  0      0 218309636  37980 25773364    0    0     0     2 1172  274  7  1 92  0  0  0
 1  0      0 217744452  37988 25773340    0    0     0    36 1152  203  7  1 92  0  0  0
 1  0      0 218139096  37988 25773320    0    0     0     0 1155  245  7  1 92  0  0  0
 1  0      0 217751496  37988 25773320    0    0     0     0 1129  182  8  1 92  0  0  0
 1  0      0 217903236  37996 25773328    0    0     0    32 1178  258  7  2 92  0  0  0
 1  0      0 217757556  37996 25773336    0    0     0     0 1141  203  8  0 92  0  0  0
 1  0      0 217827044  37996 25773336    0    0     0     0 1165  265  6  2 92  0  0  0
 1  0      0 217745360  38004 25773328    0    0     0    16 1135  175  8  0 92  0  0  0
 1  0      0 217725904  38004 25773352    0    0     0     0 1174  265  6  2 92  0  0  0
 1  0      0 217748668  38004 25773352    0    0     0     0 1229  221  8  0 92  0  0  0
 1  0      0 217721148  38012 25773328    0    0     0    30 1200  283  6  2 92  0  0  0
 1  0      0 217747648  38012 25773336    0    0     0     4 1128  169  8  0 92  0  0  0
 1  0      0 217720128  38012 25773352    0    0     0     0 1174  268  6  2 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 217738804  38020 25773344    0    0     0    16 1132  174  8  0 92  0  0  0
 1  0      0 217747908  38020 25773352    0    0     0     0 1172  269  6  2 92  0  0  0
 1  0      0 217750820  38020 25773352    0    0     0     0 1121  168  8  0 92  0  0  0
 1  0      0 217742212  38028 25773368    0    0     0    16 1189  288  6  2 92  0  0  0
 1  0      0 217745364  38028 25773368    0    0     0     0 1118  152  8  0 92  0  0  0
 1  0      0 217741448  38028 25773352    0    0     0     0 1174  275  6  2 92  0  0  0
 1  0      0 217744548  38036 25773344    0    0     0    16 1134  176  8  0 92  0  0  0
 1  0      0 217761028  38036 25773316    0    0     0     0 1987  722  6  3 91  0  0  0
 1  0      0 218218484  38036 25773320    0    0     0     0 1137  219  8  0 92  0  0  0
 1  0      0 217761488  38044 25773352    0    0     0    34 1181  241  6  2 92  0  0  0
 1  0      0 218307392  38044 25773352    0    0     0     0 1156  232  8  1 92  0  0  0
 1  0      0 217758852  38044 25773352    0    0     0     0 1143  197  7  2 92  0  0  0
 1  0      0 218320664  38052 25773344    0    0     0    30 1178  262  7  1 92  0  0  0
 1  0      0 217772424  38052 25773384    0    0     0     0 1154  205  7  1 92  0  0  0
 1  0      0 218317156  38052 25773384    0    0     0     0 1235  273  7  1 92  0  0  0
 1  0      0 217768024  38060 25773352    0    0     0    22 1171  226  7  1 92  0  0  0
 1  0      0 218024068  38060 25773352    0    0     0     0 1159  226  7  2 92  0  0  0
 1  0      0 217765492  38060 25773352    0    0     0     6 1182  257  8  1 92  0  0  0
 1  0      0 217917356  38068 25773328    0    0     0    24 1184  249  7  2 92  0  0  0
 1  0      0 217771488  38068 25773336    0    0     0     0 1159  208  8  0 92  0  0  0
 1  0      0 217780068  38068 25773352    0    0     0     0 1176  279  6  2 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 217770216  38076 25773344    0    0     0    18 1148  193  8  0 92  0  0  0
 1  0      0 217735680  38076 25773340    0    0     0     0 1177  260  6  2 92  0  0  0
 1  0      0 217762180  38076 25773340    0    0     0     0 1134  182  8  0 92  0  0  0
 1  0      0 217742724  38084 25773344    0    0     0    32 1176  260  6  2 92  0  0  0
 1  0      0 217769224  38084 25773344    0    0     0     0 1135  185  8  0 92  0  0  0
 1  0      0 217734336  38084 25773360    0    0     0     0 1154  251  6  2 92  0  0  0
 1  0      0 217760836  38092 25773360    0    0     0    28 1166  205  8  0 92  0  0  0
 1  0      0 217764104  38092 25773332    0    0     0     2 2117  760  7  2 91  0  0  0
 1  0      0 217767368  38092 25773332    0    0     0     6 1130  175  8  0 92  0  0  0
 1  0      0 217763844  38100 25773372    0    0     0    28 1197  285  6  2 92  0  0  0
 1  0      0 217766744  38100 25773380    0    0     0     6 1137  181  8  0 92  0  0  0
 1  0      0 217758376  38100 25773380    0    0     0     0 1166  267  6  2 92  0  0  0
 1  0      0 217765724  38108 25773372    0    0     0    34 1154  217  8  0 92  0  0  0
 1  0      0 217753576  38108 25773332    0    0     0     0 1165  222  6  2 92  0  0  0
 1  0      0 218300644  38108 25773332    0    0     0     0 1153  242  8  0 92  0  0  0
 1  0      0 217752556  38116 25773324    0    0     0    24 1154  196  6  2 92  0  0  0
 1  0      0 218315532  38116 25773332    0    0     0     0 1177  263  8  1 92  0  0  0
 1  0      0 217759600  38116 25773348    0    0     0     0 1131  182  7  1 92  0  0  0
 1  0      0 218328396  38124 25773340    0    0     0    16 1184  267  7  1 92  0  0  0
 1  0      0 217755880  38124 25773364    0    0     0     0 1143  195  7  1 92  0  0  0
 1  0      0 218157028  38124 25773348    0    0     0     0 1153  243  7  1 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 217759600  38132 25773340    0    0     0    16 1157  208  8  1 92  0  0  0
 1  0      0 217913012  38132 25773380    0    0     0     0 1159  248  7  2 92  0  0  0
 1  0      0 217759268  38132 25773380    0    0     0     0 1131  181  8  0 92  0  0  0
 1  0      0 217831856  38140 25773364    0    0     0    16 1188  276  6  2 92  0  0  0
 1  0      0 217758248  38140 25773364    0    0     0     0 1133  181  8  0 92  0  0  0
 1  0      0 217730280  38140 25773348    0    0     0     0 1178  280  6  2 92  0  0  0
 1  0      0 217756276  38148 25773340    0    0     0    18 1152  184  8  0 92  0  0  0
 1  0      0 217737468  38148 25773352    0    0     0     0 1195  266  6  2 92  0  0  0
 1  0      0 217799412  38148 25773352    0    0     0     2 1799  636  8  0 91  0  0  0
 1  0      0 217767888  38156 25773384    0    0     0    26 1192  284  6  2 92  0  0  0
 1  0      0 217794136  38156 25773384    0    0     0     4 1135  190  8  0 92  0  0  0
 1  0      0 217786536  38156 25773416    0    0     0     0 1175  273  6  2 92  0  0  0
 1  0      0 217789480  38164 25773408    0    0     0    26 1131  166  8  0 92  0  0  0
 1  0      0 217792152  38164 25773400    0    0     0     0 1180  281  6  2 92  0  0  0
 1  0      0 217795304  38164 25773400    0    0     0     0 1114  150  8  0 92  0  0  0
 1  0      0 217785728  38172 25773408    0    0     0    20 1299  346  6  2 92  0  0  0
 1  0      0 217789044  38172 25773416    0    0     0     2 1134  168  8  0 92  0  0  0
 1  0      0 217780676  38172 25773416    0    0     0     0 1168  273  6  2 92  0  0  0
 1  0      0 218336280  38180 25773416    0    0     0    28 1166  227  8  0 92  0  0  0
 1  0      0 217780304  38180 25773384    0    0     0     0 1154  221  6  2 92  0  0  0
 1  0      0 218311076  38188 25773376    0    0     0    10 1151  252  8  1 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 217779284  38188 25773432    0    0     0     6 1148  197  7  2 92  0  0  0
 1  0      0 218363988  38188 25773436    0    0     0     0 1146  236  7  1 92  0  0  0
 1  0      0 217791468  38196 25773380    0    0     0    10 1148  211  7  1 92  0  0  0
 1  0      0 218297148  38196 25773484    0    0     0     8 1177  248  7  1 92  0  0  0
 1  0      0 217788500  38196 25773388    0    0     0     0 1180  263  7  1 92  0  0  0
 1  0      0 218271292  38204 25773396    0    0     0    16 1133  210  8  0 92  0  0  0
 1  0      0 218287420  38204 25773404    0    0     0     6 1131  155  8  0 92  0  0  0
 1  0      0 218520660  38204 25773436    0    0     0     0 1250  388  8  1 92  0  0  0
 1  0      0 218554012  38212 25773444    0    0     0    20 2240 1007  8  1 91  0  0  0
 1  0      0 218577616  38212 25773420    0    0     0     6 1330  555  8  1 92  0  0  0
 1  0      0 218548832  38212 25773436    0    0     0     4 1309  517  8  1 92  0  0  0
 1  0      0 218593960  38220 25773436    0    0     0    20 1326  524  7  1 92  0  0  0
 1  0      0 218617380  38220 25773436    0    0     0     6 1328  537  7  1 92  0  0  0
 1  0      0 218572828  38228 25773444    0    0     0    20 1310  500  7  1 92  0  0  0
 1  0      0 218618212  38228 25773564    0    0     0     0 1339  555  7  1 92  0  0  0
 1  0      0 218626188  38228 25773468    0    0     0     6 1311  506  7  1 92  0  0  0
 1  0      0 218610252  38236 25773420    0    0     0     8 1334  532  8  1 92  0  0  0
 1  0      0 218671540  38236 25773436    0    0     0     0 1345  569  7  1 92  0  0  0
 1  0      0 218888532  38236 25773452    0    0     0     6 1325  516  8  1 92  0  0  0
 1  0      0 219011220  38244 25773436    0    0     0     8 1324  545  8  1 92  0  0  0
 1  0      0 218971620  38244 25773452    0    0     0     0 1325  538  8  1 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 218971596  38244 25773468    0    0     0     6 1314  514  8  1 92  0  0  0
 1  0      0 218971740  38252 25773436    0    0     0    10 1313  537  8  1 92  0  0  0
 1  0      0 218993404  38252 25773452    0    0     0     0 1303  525  7  1 92  0  0  0
 1  0      0 218992808  38252 25773452    0    0     0     6 1320  551  8  1 92  0  0  0
 1  0      0 218995720  38260 25773436    0    0     0    10 1300  514  8  1 92  0  0  0
 1  0      0 218980432  38260 25773452    0    0     0     0 1301  520  8  1 92  0  0  0
 1  0      0 218980708  38260 25773420    0    0     0     6 1304  520  8  1 92  0  0  0
 1  0      0 219027416  38268 25773504    0    0     0     8 1317  544  8  1 92  0  0  0
 1  0      0 218974124  38268 25773436    0    0     0     0 1870  884  8  1 91  0  0  0
 1  0      0 218960348  38268 25773448    0    0     0     6 1324  562  8  1 92  0  0  0
 1  0      0 218987844  38276 25773440    0    0     0    14 1298  526  8  1 92  0  0  0
 1  0      0 219027504  38276 25773560    0    0     0     8 1316  554  8  1 92  0  0  0
 1  0      0 218997620  38276 25773464    0    0     0     6 1301  508  8  1 92  0  0  0
 1  0      0 218986380  38284 25773448    0    0     0    24 1315  551  8  1 92  0  0  0
 1  0      0 218992924  38284 25773432    0    0     0     0 1293  528  8  1 92  0  0  0
 1  0      0 218997112  38284 25773512    0    0     0     6 1314  537  8  1 92  0  0  0
 1  0      0 218973704  38292 25773432    0    0     0    22 1294  514  8  1 92  0  0  0
 1  0      0 218960304  38292 25773480    0    0     0     0 1291  523  8  1 92  0  0  0
 1  0      0 218995880  38292 25773448    0    0     0     6 1303  539  8  1 92  0  0  0
 1  0      0 219043764  38300 25773560    0    0     0     8 1305  541  8  1 92  0  0  0
 1  0      0 218997560  38300 25773448    0    0     0     0 1294  501  8  1 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 218993644  38300 25773416    0    0     0     6 1355  583  7  1 92  0  0  0
 1  0      0 219021384  38308 25773552    0    0     0    12 1346  565  8  1 92  0  0  0
 1  0      0 218973668  38308 25773440    0    0     0     0 1312  548  7  1 92  0  0  0
 2  0      0 218969560  38308 25773456    0    0     0    14 1299  519  8  1 92  0  0  0
 1  0      0 218960196  38316 25773456    0    0     0    24 1311  538  7  1 92  0  0  0
 1  0      0 218995804  38316 25773424    0    0     0     0 1296  524  8  1 92  0  0  0
 1  0      0 218994840  38316 25773456    0    0     0     6 1311  541  8  1 92  0  0  0
 1  0      0 218997516  38324 25773440    0    0     0    22 1313  526  7  1 92  0  0  0
 1  0      0 218997644  38324 25773456    0    0     0     0 1328  546  8  1 92  0  0  0
 1  0      0 218976528  38324 25773584    0    0     0     8 2119  988  8  1 90  0  0  0
 1  0      0 218936336  38332 25773488    0    0     0    24 1303  552  8  1 92  0  0  0
 1  0      0 218936212  38332 25773456    0    0     0     4 1292  510  7  1 92  0  0  0
 1  0      0 218960128  38332 25773440    0    0     0     6 1318  553  8  1 92  0  0  0
 1  0      0 218992812  38340 25773456    0    0     0    26 1307  537  8  1 92  0  0  0
 1  0      0 218961552  38340 25773440    0    0     0     0 1399  572  8  1 92  0  0  0
 1  0      0 218950564  38340 25773472    0    0     0     8 1299  525  8  1 92  0  0  0
 1  0      0 218989900  38348 25773440    0    0     0    14 1313  542  8  1 92  0  0  0
 1  0      0 218937628  38348 25773440    0    0     0     2 1313  535  8  1 92  0  0  0
 1  0      0 218937496  38348 25773440    0    0     0     6 1310  523  8  1 92  0  0  0
 1  0      0 218958816  38356 25773456    0    0     0    12 1293  524  8  1 92  0  0  0
 1  0      0 218992036  38356 25773568    0    0     0     0 1306  545  8  1 92  0  0  0
